key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2000742,"채석용 망치",0,"채석용 망치",0,0,1,0,0,False,"채석용 망치",38051,1,1,1,66492,3,0,0
2000743,"금복실털의 생피",0,"엄청 폭신한 하얀 가루 (임시)",0,0,1,0,0,False,"금복실털의 생피",22601,1,5,1,66493,3,0,0
2000744,"크리스탈 석영",0,"크리스탈 석영 (임시)",0,0,1,0,0,False,"크리스탈 석영",20664,1,5,1,66494,3,0,0
2000745,"황금빛 깃털",0,"황금빛 깃털",0,0,1,0,0,False,"황금빛 깃털",21901,1,1,1,66497,3,0,0
2000746,"빈 포도주병",0,"빈 병 (임시)",0,0,1,0,0,False,"빈 포도주병",25057,1,1,1,66501,3,0,0
2000747,"난파선의 포도주",0,"포도주가 든 병 (임시)",0,0,1,0,0,False,"난파선의 포도주",25057,1,1,1,66501,3,0,0
2000748,"동방의 향신료",0,"향신료 (임시)",0,0,1,0,0,False,"동방의 향신료",25919,1,1,1,66502,3,0,0
2000749,"꽃꿀 향수",0,"꽃꿀로 만든 향료 (임시)",0,0,1,0,0,False,"꽃꿀 향수",20623,1,1,1,66506,3,0,0
2000750,"실프나리꽃 씨앗",0,"식물의 씨앗(임시)",0,0,1,0,0,False,"실프나리꽃 씨앗",25919,1,3,1,66506,3,0,0
2000751,"바람 정령의 핵",0,"바람 정령의 핵 (임시)",0,0,1,0,0,False,"바람 정령의 핵",21262,1,4,1,66509,3,0,0
2000752,"적심석",0,"적심석",0,0,1,0,0,False,"적심석",21253,1,1,1,66510,3,0,0
2000753,"편속성 크리스탈",0,"편속성 크리스탈",0,0,1,0,0,False,"편속성 크리스탈",20649,1,1,1,66511,3,0,0
2000754,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000755,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000756,"심령체 촉매",0,"위스프 결정 (임시)",0,0,1,0,0,False,"심령체 촉매",25919,1,1,1,66523,3,0,0
2000757,"플라스마 덩어리 촉매",0,"거대한 위스프 결정 (임시)",0,0,1,0,0,False,"플라스마 덩어리 촉매",25919,1,9,1,66523,3,0,0
2000758,"야영지 물자",0,"보관되어있던 자재 (임시)",0,0,1,0,0,False,"야영지 물자",21003,1,3,1,66525,3,0,0
2000759,"화려한 편지",0,"α에게 보내는 편지 (임시)",0,0,1,0,0,False,"화려한 편지",25918,1,1,1,66527,3,0,0
2000760,"꽃을 곁들인 편지",0,"β에게 보내는 편지 (임시)",0,0,1,0,0,False,"꽃을 곁들인 편지",25918,1,1,1,66527,3,0,0
2000761,"수수한 편지",0,"θ에게 보내는 편지 (임시)",0,0,1,0,0,False,"수수한 편지",25918,1,1,1,66527,3,0,0
2000762,"날카롭고 뾰족한 크리스탈",0,"상징물의 파편 (임시)",0,0,1,0,0,False,"날카롭고 뾰족한 크리스탈",20649,1,4,1,66531,3,0,0
2000763,"흙도롱뇽 간",0,"도롱뇽 고기 (임시)",0,0,1,0,0,False,"흙도롱뇽 간",22602,1,5,1,66534,3,0,0
2000764,"엉킨덩굴쇠뜨기말 뿌리",0,"모르도나 백합 (임시)",0,0,1,0,0,False,"엉킨덩굴쇠뜨기말 뿌리",25005,1,8,1,66535,3,0,0
2000765,"그을린 장갑판",0,"장갑 파편 (임시)",0,0,1,0,0,False,"그을린 장갑판",21003,1,8,1,66536,3,0,0
2000766,"번개파동 측정기",0,"번개파동 측정기",0,0,1,0,0,False,"번개파동 측정기",21002,1,1,1,66537,3,0,0
2000767,"손상된 제국군 제복",0,"손상된 제국군 제복",0,0,1,0,0,False,"손상된 제국군 제복",42345,1,3,1,66539,3,0,0
2000768,"손상된 제국군 투구",0,"손상된 제국군 투구",0,0,1,0,0,False,"손상된 제국군 투구",40128,1,3,1,66539,3,0,0
2000769,"수선된 제국군 제복",0,"수선된 제국군 제복",0,0,1,0,0,False,"수선된 제국군 제복",42345,1,3,1,66539,3,0,0
2000770,"수선된 제국군 투구",0,"수선된 제국군 투구",0,0,1,0,0,False,"수선된 제국군 투구",40128,1,3,1,66539,3,0,0
2000771,"제국식 발연통",0,"제국식 발연통",0,0,1,0,0,False,"제국식 발연통",25019,1,1,1,66540,3,0,0
2000772,"마법 인형의 핵",0,"마법 인형의 핵",0,0,1,0,0,False,"마법 인형의 핵",25919,1,1,1,66541,3,0,0
2000773,"제국군 인증 열쇠",0,"제국군 인증 열쇠",0,0,1,0,0,False,"제국군 인증 열쇠",26014,1,1,1,66057,3,0,0
2000774,"말파리 날개",0,"말파리 날개 (임시)",0,0,1,0,0,False,"말파리 날개",21951,1,3,1,66547,3,0,0
2000775,"붉은 제비 목걸이",0,"인식표 (임시)",0,0,1,0,0,False,"붉은 제비 목걸이",54809,1,4,1,66554,3,0,0
2000776,"수제 폭탄",0,"발파용 화약 (임시)",0,0,1,0,0,False,"수제 폭탄",26015,1276,3,1,66555,1,0,3
2000777,"신형 연금솥 파괴작전 보고서",0,"보고서 (임시)",0,0,1,0,0,False,"신형 연금솥 파괴작전 보고서",26151,1,1,1,66556,3,0,0
2000778,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000779,"24온즈 폭약",0,"발파용 화약 (임시)",0,0,1,0,0,False,"24온즈 폭약",26015,1276,1,1,66558,1,0,3
2000780,"우씨족의 연고",0,"상처 치료제 (임시)",0,0,1,0,0,False,"우씨족의 연고",22603,1,3,1,66559,3,0,0
2000781,"흑와단의 보급품",0,"배에 실을 짐 1 (임시)",0,0,1,0,0,False,"흑와단의 보급품",21003,1,1,1,66562,3,0,0
2000782,"수제 폭탄",0,"크리스탈 파괴용 폭탄 (임시)",0,0,1,0,0,False,"수제 폭탄",26015,1276,3,1,66571,1,0,3
2000783,"흑와단 군용 식량",0,"보급 물자 (임시)",0,0,1,0,0,False,"흑와단 군용 식량",24111,1,2,1,66567,3,0,0
2000784,"쫄깃한 회",0,"해파리 회 (임시)",0,0,1,0,0,False,"쫄깃한 회",25156,1,8,1,66569,3,0,0
2000785,"바실리스크 고기",0,"바실리스크 고기",0,0,1,0,0,False,"바실리스크 고기",25154,1,3,1,66575,3,0,0
2000786,"바실리스크 스튜",0,"바실리스크 스튜",0,0,1,0,0,False,"바실리스크 스튜",24107,1,3,1,66575,3,0,0
2000787,"불멸대 제식검",0,"불멸대가 사용하는 검 (임시)",0,0,1,0,0,False,"불멸대 제식검",21003,1,1,1,66576,3,0,0
2000788,"그레네이드 발톱",0,"연금약 재료 (임시)",0,0,1,0,0,False,"그레네이드 발톱",30351,1,1,1,66577,3,0,0
2000789,"포션 칵테일",0,"응급약 (임시)",0,0,1,0,0,False,"포션 칵테일",20684,1,4,1,66580,3,0,0
2000790,"아리만의 각막",0,"아리만의 간 (임시)",0,0,1,0,0,False,"아리만의 각막",22605,1,6,1,66581,3,0,0
2000791,"하얀 늑대 관문 통행허가증",0,"통행허가증 (임시)",0,0,1,0,0,False,"하얀 늑대 관문 통행허가증",26153,1,1,1,66338,3,0,0
2000792,"학자 의복 개론",0,"학자 의복 연구 자료 (임시)",0,0,1,0,0,False,"학자 의복 개론",26002,1,1,1,66636,3,0,0
2000793,"유령꽃 떡잎",0,"유령꽃 열매 (임시)",0,0,1,0,0,False,"유령꽃 떡잎",25010,1,1,1,66636,3,0,0
2000794,"미완성된 학자의 의복",0,"재단된 영혼비단 천 (임시)",0,0,1,0,0,False,"미완성된 학자의 의복",23154,1,3,1,66636,3,0,0
2000795,"아 토와 칸트의 유골",0,"너덜너덜한 천조각 (임시)",0,0,1,0,0,False,"아 토와 칸트의 유골",20601,1,1,1,0,3,0,0
2000796,"훈련용 나무상자",0,"훈련용 나무상자",0,0,1,0,0,False,"훈련용 나무상자",21003,1,1,1,65991,3,0,0
2000797,"숨겨진 편지",0,"고대문자가 새겨진 뼛조각 (임시)",0,0,1,0,0,False,"숨겨진 편지",20601,1,1,1,0,3,0,0
2000798,"새 마도서",0,"새 마도서 (임시)",0,0,1,0,0,False,"새 마도서",20601,1,1,1,0,3,0,0
2000799,"크리햐의 편지",0,"크리햐가 보낸 지령서 (임시)",0,0,1,0,0,False,"크리햐의 편지",20601,1,1,1,0,3,0,0
2000800,"팔팔한 청어",0,"갓 낚아올린 생선 (임시)",0,0,1,0,0,False,"팔팔한 청어",20601,1,1,1,0,3,0,0
2000801,"특제 장어파이",0,"특제 장어파이",0,0,1,0,0,False,"특제 장어파이",20601,1,1,1,0,3,0,0
2000802,"동전이 가득 든 자루",0,"동전이 가득 든 자루",0,0,1,0,0,False,"동전이 가득 든 자루",20601,1,1,1,0,3,0,0
2000803,"의문의 가죽주머니",0,"의문의 가죽주머니",0,0,1,0,0,False,"의문의 가죽주머니",20601,1,1,1,0,3,0,0
2000804,"엘드기스의 파레오",0,"엘드기스의 파레오 (임시)",0,0,1,0,0,False,"엘드기스의 파레오",20601,1,1,1,0,3,0,0
2000805,"비장의 포도주",0,"비장의 포도주",0,0,1,0,0,False,"비장의 포도주",20601,1,1,1,0,3,0,0
2000806,"특제 채소전골",0,"야니 특제 채소전골 (임시)",0,0,1,0,0,False,"특제 채소전골",20601,1,1,1,0,3,0,0
2000807,"게바의 목장식",0,"게바의 목장식",0,0,1,0,0,False,"게바의 목장식",54840,1,1,1,65602,3,0,0
2000808,"샤토토의 마석",0,"샤토토의 마석 (임시)",0,0,1,0,0,False,"샤토토의 마석",26009,1,1,1,66609,3,0,0
2000809,"요마의 신선한 피",0,"Lv35 마물의 피 (임시)",0,0,1,0,0,False,"요마의 신선한 피",22601,1,1,1,66610,3,0,0
2000810,"요마의 신선한 피",0,"Lv40 마물의 피 1 (임시)",0,0,1,0,0,False,"요마의 신선한 피",22601,1,1,1,66611,3,0,0
2000811,"요마의 신선한 피",0,"Lv40 마물의 피 2 (임시)",0,0,1,0,0,False,"요마의 신선한 피",22601,1,1,1,66611,3,0,0
2000812,"아말쟈의 생피",0,"아말쟈의 피 (임시)",0,0,1,0,0,False,"아말쟈의 생피",22601,1,1,1,66613,3,0,0
2000813,"뿌크노 뽀키의 부적",0,"뿌크노 뽀키의 부적 (임시)",0,0,1,0,0,False,"뿌크노 뽀키의 부적",26007,1,1,1,66621,3,0,0
2000814,"용의 피리",0,"용의 피리",0,0,1,0,0,False,"용의 피리",22205,1,1,1,66606,3,0,0
2000815,"드래곤족 졸개의 머리뼈",0,"드래곤족 졸개의 머리뼈",0,0,1,0,0,False,"드래곤족 졸개의 머리뼈",22201,1,1,1,66606,3,0,0
2000816,"몽크의 증표",0,"별모양 돌 (임시)",0,0,1,0,0,False,"몽크의 증표",26004,1,1,1,66597,3,0,0
2000817,"에테르 계측기",0,"Lv30 에테르 계측기 (임시)",0,0,1,0,0,False,"에테르 계측기",21003,1,1,1,66598,3,0,0
2000818,"에테르 계측기",0,"Lv40 에테르 계측기 (임시)",0,0,1,0,0,False,"에테르 계측기",21003,1,1,1,66599,3,0,0
2000819,"에테르 계측기",0,"위다르겔트의 에테르 계측기 (임시)",0,0,1,0,0,False,"에테르 계측기",21003,1,1,1,66599,3,0,0
2000820,"에테르 계측기",0,"Lv45 에테르 계측기 (임시)",0,0,1,0,0,False,"에테르 계측기",21003,1,1,1,66600,3,0,0
2000821,"망자의 유해",0,"부정한 유해",0,0,1,0,0,False,"망자의 유해",20406,1,1,1,66591,3,0,0
2000822,"신비한 크리스탈",0,"수수께끼의 사나이에게 받은 크리스탈 (임시)",0,0,1,0,0,False,"신비한 크리스탈",26003,1,1,1,66591,3,0,0
2000823,"콩이 든 주머니",0,"훈련 호출용 고기 (임시)",0,0,1,0,0,False,"콩이 든 주머니",20601,1,1,1,0,3,0,0
2000824,"용의 피리",0,"용의 피리",0,0,1,0,0,False,"용의 피리",22205,1,1,1,66607,3,0,0
2000825,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000826,"갓 딴 벌꿀",0,"갓 딴 벌꿀",0,0,1,0,0,False,"갓 딴 벌꿀",25102,1,1,1,66244,3,0,0
2000827,"짙은 녹색 물약",0,"짙은 녹색 물약",0,0,1,0,0,False,"짙은 녹색 물약",22606,1,3,1,66294,3,0,0
2000828,"새매알 수프",0,"버스카론 명물 매운 수프(임시)",0,0,1,0,0,False,"새매알 수프",24111,306,1,1,66263,3,0,0
2000829,"개미귀신 산",0,"개미귀신 산",0,0,1,0,0,False,"개미귀신 산",22614,306,1,1,66316,3,0,0
2000830,"녹색 연금약",0,"게 필살 아이템 (임시)",0,0,1,0,0,False,"녹색 연금약",20683,306,1,1,66370,3,0,0
2000831,"젖뿌리",0,"젖뿌리",0,0,1,0,0,False,"젖뿌리",25005,1,1,1,66246,3,0,0
2000832,"가늘고 긴 화석",0,"가늘고 긴 화석",0,0,1,0,0,False,"가늘고 긴 화석",22202,1,1,1,0,3,0,0
2000833,"웰윅 지렁이 고기",0,"웰윅 지렁이 고기",0,0,1,0,0,False,"웰윅 지렁이 고기",29001,1,1,1,66358,3,0,0
2000834,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000835,"검은장막 후추",0,"검은장막 후추",0,0,1,0,0,False,"검은장막 후추",25007,1,1,1,66309,3,0,0
2000836,"말린 드래곤고추",0,"말린 드래곤고추",0,0,1,0,0,False,"말린 드래곤고추",25011,1,1,1,66309,3,0,0
2000837,"절령체 항아리",0,"절령체 항아리",0,0,1,0,0,False,"절령체 항아리",22603,1,1,1,66492,3,0,0
2000838,"무거운 절령체 항아리",0,"무거운 절령체 항아리",0,0,1,0,0,False,"무거운 절령체 항아리",22603,1,1,1,66492,3,0,0
2000839,"절령체 항아리",0,"절령체 항아리",0,0,1,0,0,False,"절령체 항아리",22603,1,1,1,66495,3,0,0
2000840,"절령체 항아리",0,"절령체 항아리",0,0,1,0,0,False,"절령체 항아리",22603,1,1,1,66498,3,0,0
2000841,"무거운 절령체 항아리",0,"무거운 절령체 항아리",0,0,1,0,0,False,"무거운 절령체 항아리",22603,1,1,1,66503,3,0,0
2000842,"브리셀에게 보내는 편지",0,"브리셀에게 보내는 편지",0,0,1,0,0,False,"브리셀에게 보내는 편지",25918,1,1,1,66516,3,0,0
2000843,"특별 도항 허가증",0,"특별 도항 허가증",0,0,1,0,0,False,"특별 도항 허가증",26153,1,1,1,66497,3,0,0
2000844,"남겨진 반지",0,"남겨진 반지 (임시) ",0,0,1,0,0,False,"남겨진 반지",54403,1,1,1,66484,3,0,0
2000845,"두툼한 야생돼지 고기",0,"야생돼지 고기 (임시)",0,0,1,0,0,False,"두툼한 야생돼지 고기",25153,1,5,1,66546,3,0,0
2000846,"오딘 조사 보고서",0,"보고서 (임시)",0,0,1,0,0,False,"오딘 조사 보고서",26151,1,1,1,66548,3,0,0
2000847,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000848,"흐물흐물한 회",0,"해파리 회(임시)",0,0,1,0,0,False,"흐물흐물한 회",25156,1,8,1,66570,3,0,0
2000849,"미미도아식 귀마개",0,"미미도아식 귀마개",0,0,1,0,0,False,"미미도아식 귀마개",25919,1,1,1,66503,3,0,0
2000850,"제국군 제식검",0,"제국군 제식검",0,0,1,0,0,False,"제국군 제식검",30407,1,1,1,66054,3,0,0
2000851,"상품 꾸러미",0,"오디넬에게 보내는 짐 (임시)",0,0,1,0,0,False,"상품 꾸러미",23001,1,1,1,66362,3,0,0
2000852,"특급 브랜디",0,"사죄의 선물 (임시)",0,0,1,0,0,False,"특급 브랜디",25057,1,1,1,66459,3,0,0
2000853,"빼앗긴 조사 기록",0,"조사 자료 (임시)",0,0,1,0,0,False,"빼앗긴 조사 기록",26153,1,1,1,66531,3,0,0
2000854,"튼튼한 밧줄",0,"밧줄 (임시)",0,0,1,0,0,False,"튼튼한 밧줄",26103,1,1,1,66532,3,0,0
2000855,"선인장 약차",0,"선인장 약차",0,0,1,0,0,False,"선인장 약차",24406,1,3,1,66295,3,0,0
2000856,"오르슈팡이 쓴 편지",0,"뒤랑데르 가에 보내는 소개장",0,0,1,0,0,False,"오르슈팡이 쓴 편지",25918,1,1,1,66460,3,0,0
2000857,"검은장막 사과",0,"공물용 사과 (임시)",0,0,1,0,0,False,"검은장막 사과",25308,1,2,1,66305,3,0,0
2000858,"프란셀이 쓴 편지",0,"편지 2 (임시)",0,0,1,0,0,False,"프란셀이 쓴 편지",25918,1,1,1,66460,3,0,0
2000859,"선인장술",0,"선인장술",0,0,1,0,0,False,"선인장술",24404,1,2,1,66317,3,0,0
2000860,"검은양의 신선한 피",0,"타우루스 유인용 (임시)",0,0,1,0,0,False,"검은양의 신선한 피",22601,1,1,1,66451,3,0,0
2000861,"끔찍한 시체",0,"끔찍한 시체",0,0,1,0,0,False,"끔찍한 시체",26024,1,1,1,66335,3,0,0
2000862,"냄새나는 위장",0,"위장 (임시)",0,0,1,0,0,False,"냄새나는 위장",22602,1,1,1,66343,3,0,0
2000863,"쇠주걱",0,"조개를 떼어내기 위한 도구 (임시)",0,0,1,0,0,False,"쇠주걱",35403,1,3,1,66373,3,0,0
2000864,"고블린 치즈",0,"고블린 치즈",0,0,1,0,0,False,"고블린 치즈",24451,1,1,1,66368,3,0,0
2000865,"아제마 장미 꽃다발",0,"하얀 꽃다발 (임시)",0,0,1,0,0,False,"아제마 장미 꽃다발",25023,1,1,1,66508,3,0,0
2000866,"피투성이가 된 편지",0,"피투성이가 된 편지",0,0,1,0,0,False,"피투성이가 된 편지",26151,1,1,1,66476,3,0,0
2000867,"은색 반지",0,"유품 반지 (임시)",0,0,1,0,0,False,"은색 반지",54403,1,1,1,66431,3,0,0
2000868,"돌망치",0,"쇠지렛대 비슷한 것 (임시)",0,0,1,0,0,False,"돌망치",38052,1,3,1,66525,3,0,0
2000869,"흑와단의 보급품",0,"배에 실을 짐 2 (임시)",0,0,1,0,0,False,"흑와단의 보급품",21003,1,1,1,66562,3,0,0
2000870,"흑와단의 보급품",0,"배에 실을 짐 3 (임시)",0,0,1,0,0,False,"흑와단의 보급품",21003,1,1,1,66562,3,0,0
2000871,"코볼드 사제의 철모",0,"코볼드 NM 투구 (임시)",0,0,1,0,0,False,"코볼드 사제의 철모",21002,1,1,1,66401,3,0,0
2000872,"마안의 눈물",0,"마안의 눈물",0,0,1,0,0,False,"마안의 눈물",20662,1,99,1,0,3,0,0
2000873,"봄의 약손가락",0,"봄의 약손가락",0,0,1,0,0,False,"봄의 약손가락",22623,0,99,1,0,3,0,0
2000874,"불꽃휘석",0,"불꽃휘석",0,0,1,0,0,False,"불꽃휘석",21468,0,99,1,0,3,0,0
2000875,"불도마뱀의 가연성 액체",0,"불도마뱀의 가연성 액체",0,0,1,0,0,False,"불도마뱀의 가연성 액체",20641,0,99,1,0,3,0,0
2000876,"흰늑대 모피",0,"흰늑대 모피",0,0,1,0,0,False,"흰늑대 모피",22018,0,99,1,0,3,0,0
2000877,"네이팜의 작은손가락",0,"네이팜의 작은손가락",0,0,1,0,0,False,"네이팜의 작은손가락",22623,1,99,1,0,3,0,0
2000878,"부드러운 양고기",0,"부드러운 양고기",0,0,1,0,0,False,"부드러운 양고기",25153,1,99,1,0,3,0,0
2000879,"생태 조사용 흙",0,"생태 조사용 흙",0,0,1,0,0,False,"생태 조사용 흙",21464,0,99,1,0,3,0,0
2000880,"히포그리프 다릿살",0,"히포그리프 다릿살",0,0,1,0,0,False,"히포그리프 다릿살",25152,1,99,1,0,3,0,0
2000881,"번개도마뱀의 힘줄",0,"번개도마뱀의 힘줄",0,0,1,0,0,False,"번개도마뱀의 힘줄",25153,1,99,1,0,3,0,0
2000882,"얼음 정령의 핵",0,"얼음 정령의 핵",0,0,1,0,0,False,"얼음 정령의 핵",21266,1,99,1,0,3,0,0
2000883,"숨겨진 편지",0,"고대 문자가 새겨진 돌",0,0,1,0,0,False,"숨겨진 편지",25906,1,3,1,65996,3,0,0
2000884,"새 마도서",0,"새 마도서",0,0,1,0,0,False,"새 마도서",26002,1,1,1,65996,3,0,0
2000885,"크리햐의 편지",0,"지시서",0,0,1,0,0,False,"크리햐의 편지",25918,1,1,1,65997,3,0,0
2000886,"팔팔한 청어",0,"생선",0,0,1,0,0,False,"팔팔한 청어",29010,1,1,1,65997,3,0,0
2000887,"특제 장어파이",0,"파이",0,0,1,0,0,False,"특제 장어파이",24305,1,1,1,65997,3,0,0
2000888,"동전이 가득 든 자루",0,"보석",0,0,1,0,0,False,"동전이 가득 든 자루",26001,1,1,1,65997,3,0,0
2000889,"의문의 가죽주머니",0,"스카프",0,0,1,0,0,False,"의문의 가죽주머니",25919,1,1,1,65997,3,0,0
2000890,"엘드기스의 파레오",0,"자루",0,0,1,0,0,False,"엘드기스의 파레오",23301,1,1,1,65997,3,0,0
2000891,"비장의 포도주",0,"술",0,0,1,0,0,False,"비장의 포도주",25057,1,1,1,65997,3,0,0
2000892,"작은 지팡이",0,"작은 지팡이",0,0,1,0,0,False,"작은 지팡이",32404,1,1,1,66252,3,0,0
2000893,"보수 공사용 석재",0,"보수 공사용 석재",0,0,1,0,0,False,"보수 공사용 석재",22615,0,99,1,0,0,0,0
2000894,"질 좋은 보수 공사용 석재",0,"질 좋은 보수 공사용 석재",0,0,1,0,0,False,"질 좋은 보수 공사용 석재",22615,0,99,1,0,0,0,0
2000895,"눈벽돌",0,"눈벽돌",0,0,1,0,0,False,"눈벽돌",29001,0,99,1,0,0,0,0
2000896,"커르다스 석회암",0,"커르다스 석회암",0,0,1,0,0,False,"커르다스 석회암",22615,0,99,1,0,0,0,0
2000897,"푸른 미스릴 광석",0,"푸른 미스릴 광석",0,0,1,0,0,False,"푸른 미스릴 광석",21208,0,99,1,0,0,0,0
2000898,"질 좋은 푸른 미스릴 광석",0,"질 좋은 푸른 미스릴 광석",0,0,1,0,0,False,"질 좋은 푸른 미스릴 광석",21208,0,99,1,0,0,0,0
2000899,"대빙벽의 얼음 조각",0,"대빙벽의 얼음 조각",0,0,1,0,0,False,"대빙벽의 얼음 조각",20003,0,99,1,0,0,0,0
2000900,"딱딱한 대빙벽의 얼음 조각",0,"딱딱한 대빙벽의 얼음 조각",0,0,1,0,0,False,"딱딱한 대빙벽의 얼음 조각",20015,0,99,1,0,0,0,0
2000901,"백철 광석",0,"백철 광석",0,0,1,0,0,False,"백철 광석",21216,0,99,1,0,0,0,0
2000902,"수선용 석재",0,"수선용 석재",0,0,1,0,0,False,"수선용 석재",22615,0,99,1,0,0,0,0
2000903,"커르다스의 동토",0,"커르다스의 동토",0,0,1,0,0,False,"커르다스의 동토",21203,0,99,1,0,0,0,0
2000904,"커르다스의 영구동토",0,"커르다스의 영구동토",0,0,1,0,0,False,"커르다스의 영구동토",21203,0,99,1,0,0,0,0
2000905,"비공전함 장갑재",0,"비공전함 장갑재",0,0,1,0,0,False,"비공전함 장갑재",20953,0,99,1,0,0,0,0
2000906,"비공전함 초경합금",0,"비공전함 초경합금",0,0,1,0,0,False,"비공전함 초경합금",20960,0,99,1,0,0,0,0
2000907,"유적의 크리스탈",0,"유적의 크리스탈",0,0,1,0,0,False,"유적의 크리스탈",20015,0,99,1,0,0,0,0
2000908,"흠집 난 알라그의 돌",0,"흠집 난 알라그의 돌",0,0,1,0,0,False,"흠집 난 알라그의 돌",21300,0,99,1,0,0,0,0
2000909,"결정화된 뿌리",0,"결정화된 뿌리",0,0,1,0,0,False,"결정화된 뿌리",20015,0,99,1,0,0,0,0
2000910,"결정화된 줄기",0,"결정화된 줄기",0,0,1,0,0,False,"결정화된 줄기",20009,0,99,1,0,0,0,0
2000911,"커르다스 박하",0,"커르다스 박하",0,0,1,0,0,False,"커르다스 박하",25016,0,99,1,0,0,0,0
2000912,"질 좋은 커르다스 박하",0,"질 좋은 커르다스 박하",0,0,1,0,0,False,"질 좋은 커르다스 박하",25016,0,99,1,0,0,0,0
2000913,"질 좋은 참나무 원목",0,"질 좋은 참나무 원목",0,0,1,0,0,False,"질 좋은 참나무 원목",22401,0,99,1,0,0,0,0
2000914,"난쟁이잡초",0,"난쟁이잡초",0,0,1,0,0,False,"난쟁이잡초",25010,0,99,1,0,0,0,0
